semantic_pattern,syntactic_key,display_path,count
方法分类 → 包含 → 方法,cc->amod->pobj,和(cc) — 混合(amod) — 驱动(pobj),1
方法论 → 使用 → 语言,nn,系统(nn),1
方法论 → 应用于 → 系统,nn,系统(nn),1
方法论 → 执行于 → 工具,nn->pobj->root->root->nsubj->nn,系统(nn) — 难题(pobj) — 针对(root) — 开展(root) — 平台(nsubj) — MagicDraw(nn),1
方法论 → 用于分析 → 系统,dep->punct->det->assmod->pobj->prep->root->root->pobj->assmod->amod->nn->nn->nn,CBM(dep) — +(punct) — 全(det) — 流程(assmod) — 角度(pobj) — 从(prep) — 分析(root) — 基于(root) — 目标(pobj) — 管理(assmod) — 民用(amod) — 航空(nn) — 发动机(nn) — 健康(nn),1
机制 → 基于 → 体系,nn->nn->nn->dobj->conj->conj->root->conj->prep->plmod->lobj->vmod->dobj->nn->nn,配置(nn) — 机制(nn) — 备件(nn) — 框架(dobj) — 构建(conj) — 运用(conj) — 满足(root) — 分析(conj) — 在(prep) — 上(plmod) — 基础(lobj) — 构建(vmod) — 体系(dobj) — 军机(nn) — PHM(nn),1
机制 → 提供参考 → 技术,nn->nn->nn->dobj->conj->conj->root->conj->dobj->nn->nn,配置(nn) — 机制(nn) — 备件(nn) — 框架(dobj) — 构建(conj) — 运用(conj) — 满足(root) — 分析(conj) — 影响(dobj) — 技术(nn) — PHM(nn),1
机制 → 适用于 → 领域,advmod->nn->dobj->root->root->pobj->nn->amod,协同(advmod) — 建模(nn) — 框架(dobj) — 提出(root) — 针对(root) — 难题(pobj) — 系统(nn) — 复杂(amod),1
机构 → 参加 → 会议,nn->conj->nn->dobj->conj->root->punct->nn->conj,"浙江(nn) — 大学(conj) — 大学(nn) — 单位(dobj) — 来自(conj) — 召开(root) — ,(punct) — 2017(nn) — 预测(conj)",1
机构 → 参加 → 会议,nn->nn->conj->nn->dobj->conj->root->punct->nn->conj,"哈尔滨(nn) — 工业(nn) — 大学(conj) — 大学(nn) — 单位(dobj) — 来自(conj) — 召开(root) — ,(punct) — 2017(nn) — 预测(conj)",1
机构 → 参加 → 会议,nn->nn->conj->nn->dobj->conj->root->punct->nn->conj,"空军(nn) — 工程(nn) — 大学(conj) — 大学(nn) — 单位(dobj) — 来自(conj) — 召开(root) — ,(punct) — 2017(nn) — 预测(conj)",1
机构 → 参加 → 会议,nn->nn->nn->conj->nn->dobj->conj->root->punct->nn->conj,"北京(nn) — 航空(nn) — 航天(nn) — 大学(conj) — 大学(nn) — 单位(dobj) — 来自(conj) — 召开(root) — ,(punct) — 2017(nn) — 预测(conj)",1
机构 → 参加 → 会议,nn->nn->nn->nn->dobj->conj->root->punct->nn->conj,"南京(nn) — 航空(nn) — 航天(nn) — 大学(nn) — 单位(dobj) — 来自(conj) — 召开(root) — ,(punct) — 2017(nn) — 预测(conj)",1
机构 → 隶属于 → 机构,nn->nn->conj,空军(nn) — 工程(nn) — 大学(conj),1
材料 → 提出 → 问题,nn->pobj->prep->rcmod->attr->root->root->dep->conj->amod,材料(nn) — 性能(pobj) — 从(prep) — 出发(rcmod) — 方法(attr) — 即(root) — 需求(root) — 思路(dep) — 挑战(conj) — 新(amod),1
条件 → 简化 → 过程,amod->nn->dobj->conj->conj->dobj->nn,仿真(amod) — 假设(nn) — 条件(dobj) — 给出(conj) — 简化(conj) — 过程(dobj) — 仿真(nn),1
架构 → 划分出 → 系统,conj->nn->assmod->attr->root->root->conj->dobj->conj->amod->nn,飞机(conj) — 直升机(nn) — 设计(assmod) — 能力(attr) — 是(root) — 介绍(root) — 划分(conj) — 系统(dobj) — 系统(conj) — 机载(amod) — PHM(nn),1
架构 → 划分出 → 系统,conj->nn->assmod->attr->root->root->conj->dobj->nn->nn,飞机(conj) — 直升机(nn) — 设计(assmod) — 能力(attr) — 是(root) — 介绍(root) — 划分(conj) — 系统(dobj) — 地面(nn) — PHM(nn),1
架构 → 包含 → 服务,punct->prnmod->nn->nsubj->root->root->conj->dobj->prnmod->dobj->nn->nn,((punct) — PHM(prnmod) — 管理(nn) — 技术(nsubj) — 受到(root) — 利用(root) — 提出(conj) — 架构(dobj) — 包括(prnmod) — 服务(dobj) — 数据(nn) — 传输(nn),1
Dataset → 用于 → 任务,cpm->nn->rcmod->pobj->root->root->conj->dobj->nn,的(cpm) — 退化(nn) — 面临(rcmod) — 问题(pobj) — 针对(root) — 采用(root) — 进行(conj) — 验证(dobj) — 仿真(nn),1
架构 → 拥有 → 技术,amod->top->root->attr->nn,综合(amod) — 诊断(top) — 是(root) — 方向(attr) — 技术(nn),1
架构 → 支持 → 技术,nn->nn->punct->conj,软件(nn) — 实时性(nn) — 、(punct) — 可靠性(conj),1
架构 → 支持 → 方法,nn,软件(nn),1
架构 → 针对 → 设备,punct->prnmod->dep->root->root->nsubj->amod->nn->nn,((punct) — PHM(prnmod) — 管理(dep) — 是(root) — 纳入(root) — 装置(nsubj) — 机载(amod) — 导弹(nn) — 发射(nn),1
标准/语言 → 实现 → 目标,amod->nn->nn->dobj->ccomp->conj->ccomp->dobj,自动(amod) — 测试(nn) — 标记(nn) — 语言(dobj) — 采用(ccomp) — 有利于(conj) — 实现(ccomp) — 可扩展性(dobj),1
标准/语言 → 实现 → 目标,amod->nn->nn->dobj->ccomp->conj->ccomp->dobj->conj->assmod->assm->amod,自动(amod) — 测试(nn) — 标记(nn) — 语言(dobj) — 采用(ccomp) — 有利于(conj) — 实现(ccomp) — 可扩展性(dobj) — 集成(conj) — 系统(assmod) — 的(assm) — 高度(amod),1
标准/语言 → 应用于 → 系统,amod->nn->nn->dobj->ccomp->root->root->top->nn->amod->nn->nn,自动(amod) — 测试(nn) — 标记(nn) — 语言(dobj) — 采用(ccomp) — 提出(root) — 是(root) — 技术(top) — 管理(nn) — 综合(amod) — 运载器(nn) — 健康(nn),1
标准/语言 → 用于描述 → 设备,amod->nn->nn->dobj->ccomp->conj->prep->pobj->nn->amod,自动(amod) — 测试(nn) — 标记(nn) — 语言(dobj) — 采用(ccomp) — 进行(conj) — 对(prep) — 设备(pobj) — 航空(nn) — 机载(amod),1
标准总线 → 实现 → 功能,nn->nsubj->root->ccomp->dobj->assmod->lobj->nn->nn,GJB289A(nn) — 总线(nsubj) — 用(root) — 实现(ccomp) — 连接(dobj) — 之间(assmod) — 设备(lobj) — 航空(nn) — 电子(nn),1
标准总线 → 影响 → 系统,nn->nsubj->root->root->dobj->assmod->nn->nn,GJB289A(nn) — 总线(nsubj) — 用(root) — 影响(root) — 运行(dobj) — 系统(assmod) — 飞机(nn) — 航电(nn),1
核心技术 → 包含 → 关键技术,amod->nsubj->pobj->assmod->dobj->conj->dobj->rcmod->dobj,海量(amod) — 数据(nsubj) — 挖掘(pobj) — 基于(assmod) — 研究(dobj) — 提出(conj) — 现状(dobj) — 进行(rcmod) — 管理(dobj),1
核心技术 → 包含 → 关键技术,amod->nsubj->pobj->assmod->dobj->conj->root->root->conj->dep->dobj,海量(amod) — 数据(nsubj) — 挖掘(pobj) — 基于(assmod) — 研究(dobj) — 提出(conj) — 复杂(root) — 分析(root) — 论述(conj) — 包括(dep) — 预测(dobj),1
核心技术 → 包含 → 关键技术,amod->nsubj->pobj->assmod->dobj->conj->root->root->conj->dep->dobj->conj,海量(amod) — 数据(nsubj) — 挖掘(pobj) — 基于(assmod) — 研究(dobj) — 提出(conj) — 复杂(root) — 分析(root) — 论述(conj) — 包括(dep) — 预测(dobj) — 关联(conj),1
核心技术 → 包含 → 关键技术,amod->nsubj->pobj->assmod->dobj->conj->root->root->conj->dep->dobj->conj,海量(amod) — 数据(nsubj) — 挖掘(pobj) — 基于(assmod) — 研究(dobj) — 提出(conj) — 复杂(root) — 分析(root) — 论述(conj) — 包括(dep) — 预测(dobj) — 分类(conj),1
核心技术 → 包含 → 关键技术,amod->nsubj->pobj->assmod->dobj->conj->root->root->conj->dep->dobj->conj,海量(amod) — 数据(nsubj) — 挖掘(pobj) — 基于(assmod) — 研究(dobj) — 提出(conj) — 复杂(root) — 分析(root) — 论述(conj) — 包括(dep) — 预测(dobj) — 聚类(conj),1
核心技术 → 包含 → 关键技术,amod->pobj->nsubj,海量(amod) — 挖掘(pobj) — 数据(nsubj),1
核心系统 → 提升 → 性能,nn->top->root->attr->rcmod->ccomp->nsubj->amod->nn->nn,航空(nn) — 发动机(top) — 是(root) — 关键(attr) — 实现(rcmod) — 提升(ccomp) — 能力(nsubj) — 先进(amod) — 战机(nn) — 作战(nn),1
核心系统 → 需要 → 关键技术,nn->top->root->root->dobj->assmod->pobj->nn->conj->amod,航空(nn) — 发动机(top) — 是(root) — 针对(root) — 需求(dobj) — 在(assmod) — 方面(pobj) — 隐身(nn) — 控温(conj) — 综合(amod),1
核心系统 → 需要 → 关键技术,nn->top->root->root->dobj->assmod->pobj->nn->conj->amod->nn->nn,航空(nn) — 发动机(top) — 是(root) — 针对(root) — 需求(dobj) — 在(assmod) — 方面(pobj) — 隐身(nn) — 控制(conj) — 全(amod) — 权限(nn) — 数字(nn),1
核心系统 → 需要 → 关键技术,nn->top->root->root->dobj->assmod->pobj->nn->conj->nn,航空(nn) — 发动机(top) — 是(root) — 针对(root) — 需求(dobj) — 在(assmod) — 方面(pobj) — 隐身(nn) — 矢量(conj) — 推力(nn),1
核心系统 → 需要 → 关键技术,nn->top->root->root->dobj->assmod->pobj->nn->conj->nn,航空(nn) — 发动机(top) — 是(root) — 针对(root) — 需求(dobj) — 在(assmod) — 方面(pobj) — 隐身(nn) — 管理(conj) — 健康(nn),1
核心系统 → 需要 → 关键技术,nn->top->root->root->dobj->assmod->pobj->nn->conj->nn->amod->nn,航空(nn) — 发动机(top) — 是(root) — 针对(root) — 需求(dobj) — 在(assmod) — 方面(pobj) — 隐身(nn) — 管理(conj) — 飞发(nn) — 综合(amod) — 热(nn),1
核心系统 → 需要 → 关键技术,nn->top->root->root->dobj->assmod->pobj->nn->conj->nn->nn->nn,航空(nn) — 发动机(top) — 是(root) — 针对(root) — 需求(dobj) — 在(assmod) — 方面(pobj) — 隐身(nn) — 稳健性(conj) — 转子(nn) — 结构(nn) — 系统(nn),1
核心系统 → 需要 → 关键技术,nn->top->root->root->nsubj->assmod->pobj->nn->conj->amod,航空(nn) — 发动机(top) — 是(root) — 提高(root) — 要求(nsubj) — 对(assmod) — 方面(pobj) — 维护性(nn) — 性能(conj) — 高(amod),1
核心要素 → 是核心 → 技术,top->root->root->nsubj->nn,模型(top) — 是(root) — 备受(root) — 孪生(nsubj) — 数字(nn),1
核心问题 → 属于 → 技术领域,nn->nn->amod->dep->root->attr->assmod->nn->nn->conj,航空(nn) — 发动机(nn) — 剩余(amod) — 寿命(dep) — 是(root) — 问题(attr) — 管理(assmod) — 设备(nn) — 故障(nn) — 预测(conj),1
框架 → 基于 → Model,nn->nn->nsubj->root->dobj->vmod->cc->nsubj,管理(nn) — 健康(nn) — 方式(nsubj) — 存在(root) — 问题(dobj) — 完备(vmod) — 和(cc) — 模型(nsubj),1
框架 → 实现 → 功能,nn->nn->nsubj->root->root->dobj->rcmod->dep->dobj->nn,健康(nn) — 管理(nn) — 方式(nsubj) — 存在(root) — 提出(root) — 框架(dobj) — 为(rcmod) — 实现(dep) — 预测(dobj) — 故障(nn),1
框架 → 实现 → 功能,nn->nn->nsubj->root->root->dobj->rcmod->dep->dobj->nn->conj,健康(nn) — 管理(nn) — 方式(nsubj) — 存在(root) — 提出(root) — 框架(dobj) — 为(rcmod) — 实现(dep) — 预测(dobj) — 故障(nn) — 诊断(conj),1
框架 → 提升 → Performance Metric,nummod->clf->advmod->nn->dobj->root->root->prep->plmod->lccomp->conj->dobj->nn,五(nummod) — 层(clf) — 协同(advmod) — 建模(nn) — 框架(dobj) — 提出(root) — 具有(root) — 在(prep) — 上(plmod) — 降低(lccomp) — 提升(conj) — 效率(dobj) — 预测(nn),1
框架 → 融合 → 方法论,nummod->clf->advmod->nn->dobj->root->root->dobj->nn,五(nummod) — 层(clf) — 协同(advmod) — 建模(nn) — 框架(dobj) — 提出(root) — 融合(root) — 方法论(dobj) — MagicGrid(nn),1
框架 → 覆盖 → 阶段,nn->conj->nn->dobj->rcmod->dobj->nn->nn->amod->nn,预测(nn) — 框架(conj) — 故障(nn) — 方法(dobj) — 覆盖(rcmod) — 周期(dobj) — 电子(nn) — 设备(nn) — 全(amod) — 寿命(nn),1
框架 → 降低 → Performance Metric,nummod->clf->advmod->nn->dobj->root->root->prep->plmod->lccomp->conj->dobj,五(nummod) — 层(clf) — 协同(advmod) — 建模(nn) — 框架(dobj) — 提出(root) — 具有(root) — 在(prep) — 上(plmod) — 降低(lccomp) — 降低(conj) — 虚警率(dobj),1
框架 → 验证于 → 设备,conj->nn->dobj->rcmod->dobj->nn->nn,框架(conj) — 预测(nn) — 方法(dobj) — 覆盖(rcmod) — 周期(dobj) — 设备(nn) — 电子(nn),1
概念 → 促进 → 目标,nn->amod->assmod->dobj->dep->root->prep->plmod->lccomp->dobj->conj->nn->nn,数字(nn) — 孪生(amod) — 卫星(assmod) — 概念(dobj) — 探讨(dep) — 结合(root) — 在(prep) — 后(plmod) — 分析(lccomp) — 需求(dobj) — 趋势(conj) — 产业(nn) — 卫星(nn),1
概念 → 具有 → 技术体系,nn->amod->assmod->dobj->dep->root->prep->pccomp->dobj->nsubj,数字(nn) — 孪生(amod) — 卫星(assmod) — 概念(dobj) — 探讨(dep) — 结合(root) — 为(prep) — 推动(pccomp) — 发展(dobj) — 技术(nsubj),1
概念 → 具有 → 组成部分,nn->amod->assmod->dobj->dep->root->root->prep->pobj->nn,数字(nn) — 孪生(amod) — 卫星(assmod) — 概念(dobj) — 探讨(dep) — 结合(root) — 进行(root) — 对(prep) — 要素(pobj) — 核心(nn),1
概念 → 分为 → 因素,nn->nn->nn->nn->nsubj->conj->root->conj->range->dep->conj->nn->nn,航空(nn) — 装备(nn) — 可用度(nn) — 影响(nn) — 因素(nsubj) — 分为(conj) — 进行(root) — 分为(conj) — 类(range) — 因素(dep) — 因素(conj) — 使用(nn) — 影响(nn),1
概念 → 分为 → 因素,nn->nn->nn->nn->nsubj->conj->root->conj->range->dep->nn->nn,航空(nn) — 装备(nn) — 可用度(nn) — 影响(nn) — 因素(nsubj) — 分为(conj) — 进行(root) — 分为(conj) — 类(range) — 因素(dep) — 设计(nn) — 影响(nn),1
概念 → 划分为 → 环节,nn->nsubj->root->punct->nn,产品(nn) — 结构(nsubj) — 复杂(root) — 、(punct) — 制造(nn),1
概念 → 划分为 → 环节,nn->nsubj->root->root->dobj->nn->nn,产品(nn) — 结构(nsubj) — 复杂(root) — 划分(root) — 环节(dobj) — 维护(nn) — 使用(nn),1
概念 → 划分为 → 环节,nn->nsubj->root->root->dobj->nn->nn->conj,产品(nn) — 结构(nsubj) — 复杂(root) — 划分(root) — 环节(dobj) — 维护(nn) — 研发(nn) — 设计(conj),1
概念 → 包含 → 方法,nn->nn->nsubj->dobj->rcmod->attr->conj->nn->nn,导弹(nn) — 维修(nn) — 保障(nsubj) — PHM(dobj) — 综合(rcmod) — 难点(attr) — 方法(conj) — 体系(nn) — 构建(nn),1
概念 → 包含 → 组成部分,nn->nn->nsubj->dobj->rcmod->attr->conj->amod,导弹(nn) — 维修(nn) — 保障(nsubj) — PHM(dobj) — 综合(rcmod) — 难点(attr) — 概念(conj) — 基本(amod),1
概念 → 存在 → 问题,nn->nn->nsubj->dobj->rcmod->attr->nn,导弹(nn) — 维修(nn) — 保障(nsubj) — PHM(dobj) — 综合(rcmod) — 难点(attr) — 技术(nn),1
Dataset → 用于验证 → Model,nn->pobj->prep->root->root->nsubj->nn,数据(nn) — 特点(pobj) — 根据(prep) — 提出(root) — 提供(root) — 预测(nsubj) — 故障(nn),1
概念 → 应用于 → 生命周期阶段,nn->amod->assmod->dobj->dep->root->prep->plmod->lccomp->dobj->conj->nn->nn,数字(nn) — 孪生(amod) — 卫星(assmod) — 概念(dobj) — 探讨(dep) — 结合(root) — 在(prep) — 后(plmod) — 分析(lccomp) — 需求(dobj) — 趋势(conj) — 产业(nn) — 卫星(nn),1
概念 → 应用于 → 生命周期阶段,nn->amod->assmod->dobj->dep->root->root->dep->prep->pobj->assmod->pobj->nn->conj->amod,数字(nn) — 孪生(amod) — 卫星(assmod) — 概念(dobj) — 探讨(dep) — 结合(root) — 提出(root) — 进行(dep) — 对(prep) — 应用(pobj) — 在(assmod) — 阶段(pobj) — 管理(nn) — 设计(conj) — 详细(amod),1
概念 → 应用于 → 生命周期阶段,nn->amod->assmod->dobj->dep->root->root->dep->prep->pobj->assmod->pobj->nn->conj->nn,数字(nn) — 孪生(amod) — 卫星(assmod) — 概念(dobj) — 探讨(dep) — 结合(root) — 提出(root) — 进行(dep) — 对(prep) — 应用(pobj) — 在(assmod) — 阶段(pobj) — 管理(nn) — 制造(conj) — 生产(nn),1
概念 → 提出需求 → 系统,nn->nn->nn->dobj->assmod,航空(nn) — 运输(nn) — 未来(nn) — 需求(dobj) — 系统(assmod),1
概念 → 提升 → 能力,nn->amod->assmod->dobj->dep->root->prep->pccomp->conj->dobj->assmod->amod->nn,数字(nn) — 孪生(amod) — 卫星(assmod) — 概念(dobj) — 探讨(dep) — 结合(root) — 为(prep) — 推动(pccomp) — 提升(conj) — 能力(dobj) — 工程(assmod) — 大型(amod) — 卫星(nn),1
概念 → 组成 → 产品,nn->amod->assmod,数字(nn) — 孪生(amod) — 卫星(assmod),1
概念 → 组成 → 系统,nn->amod->assmod,数字(nn) — 孪生(amod) — 卫星(assmod),1
概念 → 组成 → 网络,nn->amod->assmod,数字(nn) — 孪生(amod) — 卫星(assmod),1
概念 → 组成 → 设施,nn->amod->assmod,数字(nn) — 孪生(amod) — 卫星(assmod),1
概率分布 → 形成 → 概率分布,amod->pobj->rcmod->dobj->root->prep->pccomp->loc,先验(amod) — 信息(pobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 针对(prep) — 缺乏(pccomp) — 后(loc),1
概率分布 → 是...的最佳分布 → 状态,assm->pobj->assmod->prep->root->root->pobj->rcmod->nsubj->nn,的(assm) — 分布(pobj) — 裕度(assmod) — 针对(prep) — 进行(root) — 针对(root) — 问题(pobj) — 识别(rcmod) — 故障(nsubj) — 发动机(nn),1
概率分布 → 用于得到 → 参数,loc->pccomp->prep->root->dobj->rcmod->cpm->nn->nn->nn,后(loc) — 缺乏(pccomp) — 针对(prep) — 提出(root) — 方法(dobj) — 基于(rcmod) — 的(cpm) — PHM(nn) — 诊断(nn) — 能力(nn),1
模块 → 支持 → 功能,cc->nn->dobj->rcmod->dobj->amod->nn,与(cc) — 评估(nn) — 模块(dobj) — 支持(rcmod) — 功能(dobj) — 实时(amod) — 显示(nn),1
模块 → 解决 → 问题,nn->dobj->conj->conj->dobj->nn,记忆(nn) — 模块(dobj) — 引入(conj) — 解决(conj) — 问题(dobj) — 代数环(nn),1
模型组件 → 用于加权 → 特征,nn->dobj->rcmod->dobj->root->root->ccomp->dobj,注意力(nn) — 机制(dobj) — 基于(rcmod) — 模型(dobj) — 提出(root) — 用于(root) — 提取(ccomp) — 特征(dobj),1
模型组件 → 用于捕捉 → 功能,cpm->nn->rcmod->dobj->root->root->conj->ccomp->dobj->nn,的(cpm) — 胶囊(nn) — 基于(rcmod) — 模型(dobj) — 提出(root) — 构成(root) — 用于(conj) — 捕捉(ccomp) — 数据(dobj) — 输入(nn),1
模型组件 → 用于提取 → 特征,nn->nsubj->root->ccomp->dobj->nn->nn,BiGRU(nn) — 层(nsubj) — 用于(root) — 提取(ccomp) — 特征(dobj) — 时间(nn) — 序列(nn),1
模型组件 → 输出 → 预测目标,amod->dobj->conj->root->root->prep->pobj->vmod->loc->lobj->nn->nn->amod->nn,全(amod) — 连接层(dobj) — 使用(conj) — 利用(root) — 提出(root) — 针对(prep) — 问题(pobj) — 困难(vmod) — 中(loc) — 预估(lobj) — 发动机(nn) — 航空(nn) — 剩余(amod) — 寿命(nn),1
